etd_1
thesis_format,title,publication_date,degree_name,department,department2,embargo,embargo_date,embargo_reason,language,keywords,disciplines,distribution_license,author1_institution
,Synthesis of One-Dimensional And Two-Dimensional Carbon Based Nanomaterials,2011-02-07 00:00,Doctor of Philosophy,Mechanical and Materials Engineering,,,,,English,"Carbon Based Nanomaterials, Carbon Nanotubes, Branched Nanotubes, Graphite Sheets, Nanowalls, Chemical Vapor Deposition",Materials Science and Engineering; Nanoscience and Nanotechnology,,The University of Western Ontario
,The Behaviour of Cement Stabilized Clay At High Water Contents,2011-03-02 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,FALSE,,,English,"reconstituted clay, artificially cemented clay, microstructure, inter-aggregate, intra-aggregate, activity; cement-water ratio; hydration reactions, pozzolanic reactions, critical state, yield locus, elastic and plastic deformations, stiffness",Civil and Environmental Engineering; Geotechnical Engineering,,The University of Western Ontario
,Advances In Internal Model Principle Control Theory,2011-02-11 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,,,,English,"Internal model principle, exponentially damped sinusoid, intermittent control, disturbance cancellation, switched systems, multiple Lyapunov functions",Controls and Control Theory,,The University of Western Ontario
,Does Anyone Really Like Horror Movies? Personality and Automatic Affective Reactions to Frightening Films,2011-02-16 00:00,Doctor of Philosophy,Psychology,,,,,English,"attitudes, implicit attitudes, affect, horror, media, personality",Personality and Social Contexts,,University of Western Ontario
,"The Life Cycle of Pannexins: Trafficking, Cell Surface Dynamics, Turnover and Degradation",2011-02-10 00:00,Doctor of Philosophy,Anatomy and Cell Biology,,TRUE,2013-01-10 00:00,,English,"Pannexins, connexin43, rapid time-lapse imaging, fluorescence recovery after photo-bleaching and cytoskeletal elements",Cell Biology,,The University of Western Ontario
,The HIV-1 Tat Protein and Adverse Drug Reactions: A model system utilizing Jurkat T cells and sulphamethoxazole-hydroxylamine,2011-02-25 00:00,Doctor of Philosophy,Microbiology and Immunology,,,,,English,"HIV-1 Tat, sulphamethozaxole-hydroxylamine, hypersensitivity adverse drug reactions, Jurkat T cell, redox, thiol, two-dimensional gel electrophoresis",Immunology and Infectious Disease; Molecular Biology; Virology,,University of Western Ontario
,Bulk density of small meteoroids,2011-03-02 00:00,Doctor of Philosophy,Astronomy,,,,,English,"meteor, meteoroid, velocity, ablation",The Sun and the Solar System,,The University of Western Ontario
,The Power of Silence and the Price of Success: Academic Achievement as Transformational Resistance for Aboriginal Women,2011-03-03 00:00,Doctor of Philosophy,Education,,,,,English,"Aboriginal, women, academic achievement, post-secondary, resistance, transformational resistance, race, gender",Education,,University of Western Ontario
,Pushing the Boundaries in Gradient and Shim Design for MRI,2011-03-04 00:00,Doctor of Philosophy,Physics,,,2012-01-01 00:00,,English,"Magnetic Resonance Imaging, Shim Coil, Gradient Coil, Minimum  Inductance, Minimum Power, Target Field Method, Fourier Series Method, Boundary  Element Method, Magnetic Resonance Spectroscopy",Physics; Sustainability,,The University of Western Ontario
,Exploring Process Dissociation as a Tool for Investigating Discrimination in Hiring Situations,2011-03-08 00:00,Doctor of Philosophy,Psychology,,,,,English,"sexism, employment discrimination, process dissociation, personnel selection, job applicants",Industrial and Organizational Psychology,,University of Western Ontario
,Quantification of Pulmonary Ventilation using Hyperpolarized 3He Magnetic Resonance Imaging,2011-03-11 00:00,Doctor of Philosophy,Medical Biophysics,,FALSE,,,English,"Hyperpolarized 3He magnetic resonance imaging, functional lung imaging, ventilation defect, chronic obstructive pulmonary disease, lung cancer, radiation-induced lung injury",Medical Biophysics,,The University of Western Ontario
,Essays On Entrepreneurial Financing,2011-03-16 00:00,Doctor of Philosophy,Economics,,,,,English,"Entrepreneurship, Personal Bankruptcy, Loan Guarantee, Venture Capital",Finance; Industrial Organization; Macroeconomics,,University of Western Ontario
,A phenomenological inquiry into the embodied nature of occupation at end-of-life,2011-03-24 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,,,,English,"human occupation, end-of-life, hospice palliative care, phenomenology, embodiment, occupational science",Social and Behavioral Sciences,,The University of Western Ontario
,Development of New Platforms for Efficient Production and Purification of Recombinant Protein in Higher Plants,2011-03-28 00:00,Doctor of Philosophy,Biology,,,,,English,"ATP/ADP transporter, soybean agglutinin, p277, heat shock protein 60, green bioreactor, cholera toxin b subunit, recombinant protein production, higher plants, tobacco, potato",Biotechnology,,The University of Western Ontario
,Confidence Interval Estimation for Continuous Outcomes in Cluster Randomization Trials,2011-04-01 00:00,Doctor of Philosophy,Biostatistics,,,2012-07-01 00:00,,English,"cluster randomization trials, confidence intervals, normal mean, lognormal mean, exceedance probability, method of variance estimates recovery",Biostatistics,,The University of Western Ontario
,The characteristics of successful evidence retrieval by nephrologists and the impact of PubMed search filters,2011-03-31 00:00,Doctor of Philosophy,Epidemiology and Biostatistics,,,2012-04-01 00:00,,English,"Evidence-based Medicine, PubMed Searching, Information Retrieval, Search Filters, Sensitivity, Precision",Health Services Research; Nephrology,,University of Western Ontario
,Finding Faulty Functions From the Traces of Field Failures,2011-03-25 00:00,Doctor of Philosophy,Computer Science,,,,,English,"Faulty Function, Execution Trace, Software Maintenance, Decision Tree, Mutation, Fault Rediscovery, 80-20 Pareto Rule, Deployed Software, Cost Sensitive Machine Learnning, Corrective Software Maintenance",Software Engineering,,The University of Western Ontario
Monograph,AN INTEGRATIVE MODEL OF CONFLICT AND CONFLICT MANAGEMENT IN ORGANIZATIONAL WORK TEAMS,,Doctor of Philosophy,Psychology,,TRUE,2017-07-30 00:00,Commercial Publication,English,,,,
,Client-Provider Relationships in a Community Health Clinic for People Experiencing Homelessness:  A Critical Ethnography,2011-04-05 00:00,Doctor of Philosophy,Nursing,,,2011-04-30 00:00,,English,"Homelessness, power relations, community nursing, critical ethnography, health promotion, caregiving relationships",Public Health and Community Nursing,,University of Western Ontario
,Assessment of Occupational Competence in Dementia:  Identifying Key Components of Cognitive Competence and Examining Validity of the Cognitive Competency Test,2011-04-12 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,,,,English,"cognitive competence, occupational competence, the Cognitive Competency Test, Delphi study, retrospective chart review, dementia",Rehabilitation and Therapy,,The University of Western Ontario
,"Descent Systems, Eulerian Polynomials and Toric Varieties",2011-04-12 00:00,Doctor of Philosophy,Mathematics,,,,,English,"algebraic monoids, cross section lattice, toric varieties, betti numbers, descent systems, eulerian polynomials, semisimple algebraic group",Algebra; Mathematics; Physical Sciences and Mathematics,,The University of Western Ontario
,The Structural Importance of Consumer Networks,2011-04-11 00:00,Doctor of Philosophy,Business,,,,,English,"Social Networks, Social Capital, Network Centrality, Opinion Leadership, Information-Seeking, Materialism.",Marketing,,University of Western Ontario
,Evaluation of Wind-Induced Resuspension on the Performance of a Mine Tailings Storage Facility,2011-04-15 00:00,Doctor of Philosophy,Civil and Environmental Engineering,,,2011-05-15 00:00,,English,Mine tailings; shallow water cover; resuspension; wind waves and currents; wave-current interaction; ADCP; sediment traps; OBS; water cover model; erosion characteristics,Environmental Engineering; Geotechnical Engineering,,The University of Western Ontario
,"Thermodynamics, Hydrodynamics and Critical Phenomena in Strongly Coupled Gauge Theories",2011-04-07 00:00,Doctor of Philosophy,Applied Mathematics,,,,,English,"AdS/CFT, strongly coupled gauge theories, thermodynamics, hydrodynamics, critical phenomena, black holes",Elementary Particles and Fields and String Theory; Physical Sciences and Mathematics; Physics,,University of Western Ontario
,"Critically exploring the challenges of successful integration for French-speaking newcomers from visible minority groups within London, Ontario’s Francophone minority community",2011-04-14 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,,,,English,"identity, integration, language, migration, occupation, place",Geography; Sociology,,University of Western Ontario
,Biological Nutrient Removal from Municipal and Industrial Wastewater Using a Twin Circulating Fluidized Bed Bioreactor,2011-04-18 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,,2011-12-26 00:00,,English,Biological Nutrient Removal-Twin Circulating Fluidized Bed Bioreactor-Terminal Settling Velocity- Bed Expansion Index- Anaerobic Digestion- Biofilm coated particles,Environmental Engineering; Other Chemical Engineering,,University of Western Ontario
,Investigation of Ash Deposition During Co-Firing Biomass/Peat with Coal in a Pilot-Scale Fluidized-Bed Reactor,2011-04-13 00:00,Doctor of Philosophy,Chemical and Biochemical Engineering,,TRUE,2012-04-30 00:00,,English,Ash deposition; co-firing; gasification; bubbling fluidized bed; chlorine;,Bioresource and Agricultural Engineering; Chemical Engineering,,The University of Western Ontario
,Depressive symptoms in mothers of children with new-onset epilepsy: a prospective study,2011-04-19 00:00,Doctor of Philosophy,Epidemiology and Biostatistics,,,,,English,"depression, epilepsy, family environment, growth curve modeling, health-related quality of life, mother",Epidemiology; Maternal and Child Health; Psychiatric and Mental Health,,The University of Western Ontario
,The Role of Granulocyte Colony-Stimulating Factor in the Intestinal Immune System and the Response to Probiotics,2011-03-25 00:00,Doctor of Philosophy,Microbiology and Immunology,,,2012-03-01 00:00,,English,"Inflammatory Bowel Disease, colitis, granulocyte colony-stimulating factor, macrophages, cytokines, dendritic cells",Digestive System Diseases; Immunity,,The University of Western Ontario
,The Research to Practice Gap in the Identification and Instruction of Students at Risk for Reading Disabilities: Teachers' Perspectives,2011-04-28 00:00,Doctor of Philosophy,Education,,,,,English,"reading disabilities, research use, knowledge use, research to practice gap","Educational Assessment, Evaluation, and Research; Educational Psychology; Elementary Education and Teaching; Special Education and Teaching; Teacher Education and Professional Development",,The University of Western Ontario
,A Model System for Rapid Identification and Functional Testing of Genes Involved in Early Breast Cancer Progression,2011-04-14 00:00,Doctor of Philosophy,Pathology,,TRUE,2011-12-20 00:00,,English,"breast cancer progression, atypical ductal hperplasia, ductal carcinoma in situ, invasive mammary carcinoma, Matrigel",Neoplasms,,The University of Western Ontario
,Authentic Occupational Therapy: A genealogy of normative technology in occupational therapy,2011-04-26 00:00,Doctor of Philosophy,Health and Rehabilitation Sciences,,,,,English,Occupation; Moral Treatment; Values; Norms; Spirituality; Occupational Therapy Practice,,,The University of Western Ontario
,Dissociable and Dynamic Components of Cognitive Control: A Developmental Electrophysiological Investigation,2011-04-18 00:00,Doctor of Philosophy,Psychology,,FALSE,,,English,"cognitive control, Dimensional Change Card Sort, rule switching, conflict processing, event-related potentials, distributed cortical source modeling",Cognitive Neuroscience; Cognitive Psychology; Developmental Neuroscience; Developmental Psychology,,
,Optical-WiMAX Hybrid Networks,2011-04-14 00:00,Doctor of Philosophy,Electrical and Computer Engineering,,FALSE,,,English,"Admission Control, Bandwidth Allocation, EPON, Hybrid Network, IEEE~802.16, IEEE~802.16e, MAC Protocol, Optical, RPR, QoS, Routing, performance analysis, Scheduler, simulation, WiMAX",Digital Communications and Networking,,The University of Western Ontario
